NPS Mortality CY 2007 to CY 2023 ,,,,,,
Released April 2023,,,,,,
Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
5/3/2018,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
5/4/2018,Colonial National Historical Park,Drowning,Unintentional,Fatal injury,Male,25-34
5/4/2018,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
5/5/2018,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,25-34
5/5/2018,Haleakala National Park,Rockfall,Unintentional,Fatal injury,Male,25-34
5/5/2018,Glen Canyon National Recreation Area,Medical,Medical,Fatal injury,Male,65+
5/6/2018,Glen Canyon National Recreation Area,Fall,Unintentional,Fatal injury,Male,25-34
5/6/2018,Amistad National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Not Reported
5/7/2018,Sequoia & Kings Canyon National Parks,Medical,Medical,Fatal injury,Male,65+
5/9/2018,Lake Roosevelt National Recreation Area,Suicide,Intentional,Fatal injury,Male,25-34
5/9/2018,Katmai National Park & Preserve,Suicide,Intentional,Fatal injury,Female,35-44
5/11/2018,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Female,25-34
5/12/2018,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,0-14
5/12/2018,Grand Canyon National Park,Medical,Medical,Fatal injury,Male,55-64
5/13/2018,North Cascades National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
5/13/2018,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,25-34
5/13/2018,Big Cypress National Preserve,Suicide,Intentional,Fatal injury,Male,65+
5/16/2018,Glen Canyon National Recreation Area,Medical,Medical,Fatal injury,Male,65+
5/17/2018,Shenandoah National Park,Suicide,Intentional,Fatal injury,Female,65+
5/17/2018,Clara Barton National Historic Site,Medical,Medical,Fatal injury,Male,65+
5/18/2018,Colorado National Monument,Suicide,Intentional,Fatal injury,Female,25-34
5/18/2018,George Washington Memorial Parkway,Suicide,Intentional,Fatal injury,Male,45-54
5/19/2018,Petroglyph National Monument,Suicide,Intentional,Fatal injury,Male,55-64
5/20/2018,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Female,35-44
5/20/2018,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
5/21/2018,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
5/21/2018,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,25-34
5/21/2018,Shenandoah National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
5/21/2018,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
5/22/2018,Appalachian National Scenic Trail,Drowning,Unintentional,Fatal injury,Male,35-44
5/23/2018,Voyageurs National Park,Medical,Medical,Fatal injury,Male,55-64
5/24/2018,Yellowstone National Park,Medical,Medical,Fatal injury,Female,65+
5/25/2018,Glacier National Park,Medical,Medical,Fatal injury,Male,55-64
5/26/2018,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
5/26/2018,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Male,35-44
6/1/2018,Cumberland Gap National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
6/1/2018,Cumberland Gap National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
6/1/2018,Joshua Tree National Park,Homicide,Intentional,Fatal injury,Male,45-54
6/2/2018,Chattahoochee River National Recreation Area,Blunt force trauma,Unintentional,Fatal injury,Male,25-34
6/2/2018,Chickasaw National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/2/2018,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,35-44
6/2/2018,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,45-54
6/2/2018,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,45-54
6/3/2018,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,65+
6/3/2018,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
6/6/2018,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
6/6/2018,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,55-64
6/7/2018,Mount Rainier National Park,Undetermined,Undetermined,Fatal injury,Male,65+
6/8/2018,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
6/8/2018,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,25-34
6/8/2018,National Capital Parks-East,Medical,Medical,Fatal injury,Male,35-44
6/8/2018,Grand Canyon National Park,Hyperthermia,Unintentional,Fatal injury,Male,55-64
6/9/2018,Saint Croix National Scenic Riverway,Drowning,Unintentional,Fatal injury,Male,15-24
6/9/2018,Grand Teton National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,65+
6/9/2018,Grand Teton National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,65+
6/9/2018,Statue Of Liberty National Monument,Undetermined,Undetermined,Fatal injury,Female,65+
6/10/2018,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,35-44
6/11/2018,Yosemite National Park,Medical,Medical,Fatal injury,Male,45-54
6/12/2018,Chattahoochee River National Recreation Area,Suicide,Intentional,Fatal injury,Male,55-64
6/13/2018,Grand Canyon National Park,Poisoning,Unintentional,Fatal injury,Male,35-44
6/17/2018,North Cascades National Park,Suicide,Intentional,Fatal injury,Male,25-34
6/17/2018,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
6/19/2018,Katmai National Park & Preserve,Drowning,Unintentional,Fatal injury,Male,65+
6/22/2018,Grand Canyon National Park,Hyperthermia,Unintentional,Fatal injury,Male,15-24
6/22/2018,Wrangell - St Elias National Park & Reserve,Drowning,Unintentional,Fatal injury,Male,55-64
6/22/2018,Wrangell - St Elias National Park & Reserve,Drowning,Unintentional,Fatal injury,Female,55-64
6/22/2018,George Washington Memorial Parkway,Medical,Medical,Fatal injury,Male,65+
6/23/2018,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,15-24
6/24/2018,Mount Rushmore National Memorial,Suicide,Intentional,Fatal injury,Male,45-54
6/24/2018,New River Gorge National River,Drowning,Unintentional,Fatal injury,Male,45-54
6/25/2018,Grand Teton National Park,Fall,Unintentional,Fatal injury,Male,25-34
6/27/2018,Mesa Verde National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
6/28/2018,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,45-54
6/29/2018,Great Smoky Mountains National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,55-64
6/30/2018,Dinosaur National Monument,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
6/30/2018,Shenandoah National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
6/30/2018,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
7/1/2018,Great Smoky Mountains National Park,Suicide,Intentional,Fatal injury,Male,35-44
7/3/2018,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
7/3/2018,Grand Canyon National Park,Fall,Unintentional,Fatal injury,Male,25-34
7/3/2018,Arches National Park,Hyperthermia,Unintentional,Fatal injury,Female,35-44
7/4/2018,Assateague Island National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
7/4/2018,Grand Teton National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
7/5/2018,Rocky Mountain National Park,Fall,Unintentional,Fatal injury,Male,35-44
7/5/2018,Death Valley National Park,Poisoning,Unintentional,Fatal injury,Female,35-44
7/5/2018,Mount Rainier National Park,Suicide,Intentional,Fatal injury,Female,45-54
7/8/2018,Saguaro National Park,Medical,Medical,Fatal injury,Male,65+
7/10/2018,Wrangell - St Elias National Park & Reserve,Medical,Medical,Fatal injury,Male,45-54
7/12/2018,Sequoia & Kings Canyon National Parks,Fall,Unintentional,Fatal injury,Male,25-34
7/12/2018,Lake Meredith National Recreation Area,Medical,Medical,Fatal injury,Male,25-34
7/12/2018,Yellowstone National Park,Medical,Medical,Fatal injury,Male,65+
7/12/2018,Yosemite National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
7/13/2018,Lake Mead National Recreation Area,Poisoning,Unintentional,Fatal injury,Male,25-34
7/13/2018,Cape Cod National Seashore,Undetermined,Undetermined,Fatal injury,Male,45-54
7/13/2018,Glacier Bay National Park & Preserve,Undetermined,Undetermined,Fatal injury,Male,65+
7/14/2018,Yellowstone National Park,Suicide,Intentional,Fatal injury,Male,55-64
7/14/2018,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
7/15/2018,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,35-44
7/15/2018,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
7/15/2018,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
7/15/2018,Cape Cod National Seashore,Medical,Medical,Fatal injury,Male,65+
7/16/2018,Death Valley National Park,Fall,Unintentional,Fatal injury,Male,55-64
7/16/2018,Mesa Verde National Park,Medical,Medical,Fatal injury,Male,65+
7/16/2018,George Washington Memorial Parkway,Drowning,Unintentional,Fatal injury,Male,65+
7/17/2018,Everglades National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,15-24
7/17/2018,Everglades National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,15-24
7/17/2018,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
7/17/2018,Everglades National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,15-24
7/17/2018,Everglades National Park,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,65+
7/17/2018,National Mall & Memorial Parks,Poisoning,Unintentional,Fatal injury,Male,Not Reported
7/18/2018,Appalachian National Scenic Trail,Fall,Unintentional,Fatal injury,Male,65+
7/18/2018,Anacostia Park,Medical,Medical,Fatal injury,Male,Not Reported
7/19/2018,Mount Rainier National Park,Medical,Medical,Fatal injury,Male,65+
7/20/2018,Mount Rushmore National Memorial,Fall,Unintentional,Fatal injury,Male,55-64
7/22/2018,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
7/22/2018,Grand Teton National Park,Fall,Unintentional,Fatal injury,Male,25-34
7/23/2018,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
7/23/2018,Grand Teton National Park,Suicide,Intentional,Fatal injury,Female,35-44
7/23/2018,Big Cypress National Preserve,Undetermined,Undetermined,Fatal injury,Male,Not Reported
7/24/2018,Blue Ridge Parkway,Homicide,Intentional,Fatal injury,Female,25-34
7/24/2018,Little Bighorn Battlefield National Monument,Medical,Medical,Fatal injury,Male,65+
7/24/2018,Yellowstone National Park,Medical,Medical,Fatal injury,Male,65+
7/25/2018,Mount Rainier National Park,Drowning,Unintentional,Fatal injury,Female,15-24
7/25/2018,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
7/25/2018,Lake Mead National Recreation Area,Poisoning,Unintentional,Fatal injury,Male,55-64
7/26/2018,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Fatal injury,Male,25-34
7/28/2018,Lake Mead National Recreation Area,Hyperthermia,Unintentional,Fatal injury,Female,45-54
7/29/2018,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Male,25-34
7/30/2018,Mount Rainier National Park,Fall,Unintentional,Fatal injury,Male,45-54
7/31/2018,Glacier National Park,Fall,Unintentional,Fatal injury,Male,15-24
8/1/2018,Big Cypress National Preserve,Suicide,Intentional,Fatal injury,Male,25-34
8/1/2018,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,45-54
8/2/2018,Wrangell - St Elias National Park & Reserve,Drowning,Unintentional,Fatal injury,Male,15-24
8/2/2018,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
8/3/2018,Apostle Islands National Lakeshore,Drowning,Unintentional,Fatal injury,Male,0-14
8/3/2018,Apostle Islands National Lakeshore,Drowning,Unintentional,Fatal injury,Female,0-14
8/3/2018,Apostle Islands National Lakeshore,Hypothermia,Unintentional,Fatal injury,Female,0-14
8/3/2018,Apostle Islands National Lakeshore,Hypothermia,Unintentional,Fatal injury,Male,35-44
8/4/2018,Denali National Park & Preserve,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,45-54
8/4/2018,Denali National Park & Preserve,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Female,55-64
8/4/2018,Denali National Park & Preserve,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,55-64
8/4/2018,Denali National Park & Preserve,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,55-64
8/4/2018,North Cascades National Park,Fall,Unintentional,Fatal injury,Male,55-64
8/4/2018,Denali National Park & Preserve,"Other Transportation 
(e.g. bicycle, aircraft)",Unintentional,Fatal injury,Male,65+
8/5/2018,Gulf Islands National Seashore,Drowning,Unintentional,Fatal injury,Male,35-44
8/5/2018,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Male,55-64
8/6/2018,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
8/6/2018,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/8/2018,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Female,45-54
8/8/2018,Olympic National Park,Undetermined,Undetermined,Fatal injury,Male,65+
8/9/2018,Sequoia & Kings Canyon National Parks,Drowning,Unintentional,Fatal injury,Male,15-24
8/9/2018,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
8/9/2018,Ozark National Scenic Riverways,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
8/10/2018,Gulf Islands National Seashore,Medical,Medical,Fatal injury,Male,65+
8/11/2018,Ozark National Scenic Riverways,Fall,Unintentional,Fatal injury,Female,25-34
8/11/2018,Bighorn Canyon National Recreation Area,Vessel Incident,Unintentional,Fatal injury,Male,35-44
8/11/2018,Bighorn Canyon National Recreation Area,Vessel Incident,Unintentional,Fatal injury,Male,35-44
8/11/2018,Yosemite National Park,Suicide,Intentional,Fatal injury,Male,45-54
8/11/2018,Bighorn Canyon National Recreation Area,Vessel Incident,Unintentional,Fatal injury,Female,55-64
8/11/2018,Bighorn Canyon National Recreation Area,Vessel Incident,Unintentional,Fatal injury,Male,55-64
8/12/2018,Olympic National Park,Undetermined,Undetermined,Fatal injury,Male,15-24
8/12/2018,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
8/13/2018,Olympic National Park,Medical,Medical,Fatal injury,Female,25-34
8/13/2018,Zion National Park,Fall,Unintentional,Fatal injury,Male,45-54
8/14/2018,Mount Rainier National Park,Fall,Unintentional,Fatal injury,Male,35-44
8/14/2018,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
8/14/2018,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Not Reported,Not Reported
8/15/2018,Dry Tortugas National Park,Drowning,Unintentional,Fatal injury,Male,45-54
8/15/2018,San Juan Island National Historical Park,Undetermined,Undetermined,Fatal injury,Male,Not Reported
8/16/2018,Yosemite National Park,Suicide,Intentional,Fatal injury,Male,55-64
8/18/2018,Big Cypress National Preserve,Homicide,Intentional,Fatal injury,Male,15-24
8/20/2018,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,35-44
8/21/2018,Curecanti National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/21/2018,Curecanti National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
8/21/2018,Appalachian National Scenic Trail,Falling tree/branch,Unintentional,Fatal injury,Male,65+
8/22/2018,Assateague Island National Seashore,Medical,Medical,Fatal injury,Male,55-64
8/22/2018,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65+
8/23/2018,Padre Island National Seashore,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
8/24/2018,Yosemite National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
8/25/2018,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
8/26/2018,Rocky Mountain National Park,Fall,Unintentional,Fatal injury,Male,55-64
8/27/2018,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Not Reported
8/31/2018,Saguaro National Park,Undetermined,Undetermined,Fatal injury,Not Reported,Not Reported
9/1/2018,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
9/1/2018,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,35-44
9/1/2018,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
9/2/2018,Lake Mead National Recreation Area,Medical,Medical,Fatal injury,Male,45-54
9/3/2018,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/3/2018,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
9/4/2018,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/4/2018,Yosemite National Park,Fall,Unintentional,Fatal injury,Male,15-24
9/4/2018,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
9/5/2018,Shenandoah National Park,Homicide,Intentional,Fatal injury,Female,0-14
9/5/2018,Shenandoah National Park,Homicide,Intentional,Fatal injury,Female,45-54
9/5/2018,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Male,45-54
9/7/2018,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,65+
